INCIDENT_ID,ROOT_NE_ID,ROOT_NE_NAME,LABEL_SOURCE,PRIORITY,MULTI_METHOD_AGREE
INC-NCMRWF-J2.2K-PE-T4-NR-269488,172.31.46.168,NCMRWF-J2.2K-PE-T4-NR,M2_incident_id,2,True
INC-NCMRWF-J2.2K-PE-T4-NR-269523,172.31.46.168,NCMRWF-J2.2K-PE-T4-NR,M2_incident_id,2,True
INC-NCMRWF-N540-T3-NR-269510,172.31.53.6,NCMRWF-N540-T3-NR,M2_incident_id,2,True
INC-NCMRWF-N540-T3-NR-269533,172.31.53.6,NCMRWF-N540-T3-NR,M2_incident_id,2,True
INC-NCMRWF-N540-T3-NR-269545,172.31.53.6,NCMRWF-N540-T3-NR,M2_incident_id,2,True
INC-NCMRWF-N540-T3-NR-269556,172.31.53.6,NCMRWF-N540-T3-NR,M2_incident_id,2,True
INC-NCRTC_Akshardham-J1.1K-PE-T4-NR-269498,172.31.53.240,NCRTC_Akshardham-J1.1K-PE-T4-NR,M2_incident_id,2,True
INC-NCRTC_Akshardham-J1.1K-PE-T4-NR-aff928b3,172.31.53.240,NCRTC_Akshardham-J1.1K-PE-T4-NR,M1_alarm_library,1,False
INC-NDLS-C8201-T1-R2-P-2f9b7e58,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-34d9d11d,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-4577d07b,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-6cb4afa4,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-bd939ed2,fc00:1000:20::1,CNB-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-bf13c263,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-c556ee52,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-C8201-T1-R2-P-e93812e7,fc00:1000:1a::1,NDLS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NDLS-J204-RRR-T3-NR-49e877a3,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-4e15dc8f,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-53269250,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-62976793,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-6bc5da5a,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-71a8a848,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-a9256b3c,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-b14fc0aa,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J204-RRR-T3-NR-b236dc02,172.31.32.206,NDLS-J204-RRR-T3-NR,M2_incident_id,2,False
INC-NDLS-J480-UP-T2-NR-ce0e4113,172.31.31.1,NDLS-J480-UP-T2-NR,M1_alarm_library,1,True
INC-NDLS-N7750-BNG-R-T1-NR-269513,172.31.33.120,NDLS-N7750-BNG-R-T1-NR,M2_incident_id,2,True
INC-NGP-C8201-T1-R1-P-e941d325,fc00:1000:3d::1,NGP-C8201-T1-R1-P,M1_alarm_library,1,True
INC-NGP-C8201-T1-R2-P-119db41c,fc00:1000:3e::1,NGP-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NGP-C8201-T1-R2-P-989172ec,fc00:1000:3e::1,NGP-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NGP-C8201-T1-R2-P-e8591cba,fc00:1000:3a::1,ADI-C8201-T1-R2-P,M1_alarm_library,1,True
INC-NIXI_NCS_540-T3-NR-269490,172.31.53.146,NIXI_NCS_540-T3-NR,M2_incident_id,2,True
INC-NIXI_NCS_540-T3-NR-269525,172.31.53.146,NIXI_NCS_540-T3-NR,M2_incident_id,2,True
INC-NIXI_NCS_540-T3-NR-269540,172.31.53.146,NIXI_NCS_540-T3-NR,M2_incident_id,2,True
INC-NRCM-SC-J1.1K-PE-T4-SR-269503,172.31.49.28,172.31.49.28,M2_incident_id,2,True
INC-NSSO-N540X-PE-T4-NR-269507,172.31.53.241,NSSO-N540X-PE-T4-NR,M2_incident_id,2,True
INC-Noida-N540-T3-NR-269511,172.31.53.3,Noida-N540-T3-NR,M2_incident_id,2,True
INC-Noida-N540-T3-NR-269532,172.31.53.3,Noida-N540-T3-NR,M2_incident_id,2,True
INC-Noida-N540-T3-NR-269546,172.31.53.3,Noida-N540-T3-NR,M2_incident_id,2,True
INC-Noida-N540-T3-NR-269555,172.31.53.3,Noida-N540-T3-NR,M2_incident_id,2,True
INC-PASCHIM-VIHAR-WEST-DMRC-N540L-PE-T4-NR-269492,172.31.63.148,PASCHIM-VIHAR-WEST-DMRC-N540L-PE-T4-NR,M2_incident_id,2,True
INC-PNVL-C8201-T1-R1-P-000a0e88,fc00:1000:2b::1,GOA-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PNVL-C8201-T1-R1-P-4c7438f1,fc00:1000:32::1,ED-C8201-T1-R2-P,M1_alarm_library,1,True
INC-PNVL-C8201-T1-R1-P-68b27990,fc00:1000:70::1,PNVL-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PNVL-C8201-T1-R1-P-7c9ba6e7,fc00:1000:43::1,PUNE-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PS_KAPASHERA-N540-T4-NR-269500,172.31.36.143,PS_KAPASHERA-N540-T4-NR,M2_incident_id,2,True
INC-PS_KAROL_BAGH-N540X-PE-T4-NR-269501,172.31.36.233,PS_KAROL_BAGH-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_MADHU_VIHAR-N540X-PE-T4-NR-269482,172.31.36.204,PS_MADHU_VIHAR-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_PATPARGANJ-N540X-T3-PE-NR-269495,172.31.63.112,PS_PATPARGANJ-N540X-T3-PE-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269485,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269522,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269539,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269549,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269559,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269562,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269566,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269568,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269570,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PS_SABZI_MANDI-N540X-PE-T4-NR-269572,172.31.36.247,PS_SABZI_MANDI-N540X-PE-T4-NR,M2_incident_id,2,True
INC-PUNE-C8201-T1-R1-P-14343243,fc00:1000:43::1,PUNE-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R1-P-1d0d66e4,fc00:1000:3f::1,MMR-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R1-P-a9f90fd7,fc00:1000:43::1,PUNE-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R1-P-ded0e6de,fc00:1000:43::1,PUNE-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R1-P-ec94b662,fc00:1000:43::1,PUNE-C8201-T1-R1-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R2-P-5684d7c5,fc00:1000:44::1,PUNE-C8201-T1-R2-P,M1_alarm_library,1,True
INC-PUNE-C8201-T1-R2-P-d74f1762,fc00:1000:44::1,PUNE-C8201-T1-R2-P,M1_alarm_library,1,True
INC-RAJGURU-J1.1K-DU-T4-NR-269480,172.31.35.98,RAJGURU-J1.1K-DU-T4-NR,M2_incident_id,2,True
INC-RAJGURU-J1.1K-DU-T4-NR-269518,172.31.35.98,RAJGURU-J1.1K-DU-T4-NR,M2_incident_id,2,True
INC-RAJGURU-J1.1K-DU-T4-NR-269537,172.31.35.98,RAJGURU-J1.1K-DU-T4-NR,M2_incident_id,2,True
INC-RAJGURU-J1.1K-DU-T4-NR-269548,172.31.35.98,RAJGURU-J1.1K-DU-T4-NR,M2_incident_id,2,True
INC-SA-J7100-PE-T3-SR-3331f3d0,172.31.49.118,172.31.49.118,M2_incident_id,2,True
INC-SBC-C8201-T1-R1-P-22778d41,fc00:1000:3b::1,SBC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R1-P-28ad2023,fc00:1000:3b::1,SBC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R1-P-41454c0e,fc00:1000:3b::1,SBC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R1-P-8f3f3e77,fc00:1000:3b::1,SBC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-04a988c8,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-10fd4d38,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-34d73911,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-3c62a9c9,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-4dc0b5e5,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-4e33288a,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-52e475fd,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-638d9c1a,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-8efa91ec,fc00:1000:18::1,MAS-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-8fd1d3a2,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-94885c90,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-C8201-T1-R2-P-c1c6ff0c,fc00:1000:3c::1,SBC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SBC-J104-R1-PE-T3-SR-524f1709,172.31.35.65,172.31.35.65,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-0aa78c6b,fc00:1000:2d::1,GTL-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-253d36ad,fc00:1000:2d::1,GTL-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-8ab5789b,fc00:1000:2d::1,GTL-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-8d297b62,fc00:1000:37::1,SC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-b128294f,fc00:1000:37::1,SC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R1-P-c31c7c24,fc00:1000:37::1,SC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-269589,fc00:1000:38::1,SC-C8201-T1-R2-P,M2_incident_id,2,True
INC-SC-C8201-T1-R2-P-8e188c0d,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-92b71c06,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-a6b08b8d,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-b26e8384,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-b3fd499a,fc00:1000:2a::1,BZA-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-c25e5ccc,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-ede49671,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SC-C8201-T1-R2-P-fa332647,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-SCR-HQ-SC-J2.2K-R1-T4-SR-269494,172.31.41.163,172.31.41.163,M2_incident_id,2,True
INC-SEWA-BHAWAN-J2.2K-PE-T4-NR-269484,172.31.53.223,SEWA-BHAWAN-J2.2K-PE-T4-NR,M2_incident_id,2,True
INC-SIFY-NOIDA-J2.2K-T4-NR-034449c5,172.31.47.193,SIFY-NOIDA-J2.2K-T4-NR,M2_incident_id,2,False
INC-SLUSI-J2.2K-T4-NR-269499,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269528,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269542,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269552,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269561,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269565,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269567,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269569,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269571,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269573,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269574,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269575,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269576,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SLUSI-J2.2K-T4-NR-269577,172.31.53.43,SLUSI-J2.2K-T4-NR,M2_incident_id,2,True
INC-SRR-C8201-T1-R1-P-b71b379f,fc00:1000:2f::1,SRR-C8201-T1-R1-P,M1_alarm_library,1,True
INC-SRR-C8201-T1-R2-P-94ff25c7,fc00:1000:4d::1,KYJ-NCS57C1-T3-R1-P,M1_alarm_library,1,True
INC-SRR-C8201-T1-R2-P-f1234c42,fc00:1000:37::1,SC-C8201-T1-R1-P,M1_alarm_library,1,True
INC-ST-C8201-T1-R2-P-3f2ba9d8,fc00:1000:38::1,SC-C8201-T1-R2-P,M1_alarm_library,1,True
INC-ST-C8201-T1-R2-P-7b33d6ad,fc00:1000:2a::1,BZA-C8201-T1-R2-P,M1_alarm_library,1,True
INC-ST-C8201-T1-R2-P-9d32008b,fc00:1000:36::1,ST-C8201-T1-R2-P,M1_alarm_library,1,True
INC-ST-C8201-T1-R2-P-c4278e06,fc00:1000:36::1,ST-C8201-T1-R2-P,M1_alarm_library,1,True
INC-Swami-Shraddhanand-J1.1K-PE-T4-NR-269487,172.31.53.102,Swami-Shraddhanand-J1.1K-PE-T4-NR,M2_incident_id,2,True
INC-Swami-Shraddhanand-J1.1K-PE-T4-NR-269520,172.31.53.102,Swami-Shraddhanand-J1.1K-PE-T4-NR,M2_incident_id,2,True
INC-TPJ-C8201-T1-R1-P-22161161,fc00:1000:33::1,TPJ-C8201-T1-R1-P,M1_alarm_library,1,True
INC-TPJ-C8201-T1-R1-P-82f399cb,fc00:1000:33::1,TPJ-C8201-T1-R1-P,M1_alarm_library,1,True
INC-TPJ-C8201-T1-R1-P-db176193,fc00:1000:33::1,TPJ-C8201-T1-R1-P,M1_alarm_library,1,True
INC-TPJ-C8201-T1-R1-P-e30aa0a1,fc00:1000:33::1,TPJ-C8201-T1-R1-P,M1_alarm_library,1,True
INC-VZM-C8201-T1-R1-P-08afd590,fc00:1000:27::1,VZM-C8201-T1-R1-P,M1_alarm_library,1,True
INC-VZM-C8201-T1-R1-P-c4535c4c,fc00:1000:27::1,VZM-C8201-T1-R1-P,M1_alarm_library,1,True
INC-VZM-C8201-T1-R2-P-2f80dca4,fc00:1000:24::1,BSP-C8201-T1-R2-P,M1_alarm_library,1,True
INC-VZM-C8201-T1-R2-P-c853e3a2,fc00:1000:28::1,VZM-C8201-T1-R2-P,M1_alarm_library,1,True
UNKNOWN,172.31.31.209,NDLS-J204-T3-NR,M2_incident_id,2,True
